,w,eid1,event2,eid2,signal,annotation ,Doc name,Doc ID,sentence,annotation
8785,strength,e292,fueled,e35,because,0,wsj_0675.tml,WSJ891030-0020,The slowdown raises questions about the economy's strength because spending fueled much of the third-quarter GNP growth.,
8786,strength,e292,raises,e222,because,0,wsj_0675.tml,WSJ891030-0020,The slowdown raises questions about the economy's strength because spending fueled much of the third-quarter GNP growth.,
8787,strength,e292,growth,e232,because,0,wsj_0675.tml,WSJ891030-0020,The slowdown raises questions about the economy's strength because spending fueled much of the third-quarter GNP growth.,
8788,fueled,e35,raises,e222,because,1,wsj_0675.tml,WSJ891030-0020,The slowdown raises questions about the economy's strength because spending fueled much of the third-quarter GNP growth.,
8789,fueled,e35,growth,e232,because,0,wsj_0675.tml,WSJ891030-0020,The slowdown raises questions about the economy's strength because spending fueled much of the third-quarter GNP growth.,
8790,raises,e222,growth,e232,because,0,wsj_0675.tml,WSJ891030-0020,The slowdown raises questions about the economy's strength because spending fueled much of the third-quarter GNP growth.,
8791,questions,e33,strength,e292,fuel,0,wsj_0675.tml,WSJ891030-0020,The slowdown raises questions about the economy's strength because spending fueled much of the third-quarter GNP growth.,
8792,questions,e33,fueled,e35,fuel,0,wsj_0675.tml,WSJ891030-0020,The slowdown raises questions about the economy's strength because spending fueled much of the third-quarter GNP growth.,
8793,questions,e33,raises,e222,fuel,0,wsj_0675.tml,WSJ891030-0020,The slowdown raises questions about the economy's strength because spending fueled much of the third-quarter GNP growth.,
8794,questions,e33,growth,e232,fuel,0,wsj_0675.tml,WSJ891030-0020,The slowdown raises questions about the economy's strength because spending fueled much of the third-quarter GNP growth.,
8795,strength,e292,fueled,e35,fuel,0,wsj_0675.tml,WSJ891030-0020,The slowdown raises questions about the economy's strength because spending fueled much of the third-quarter GNP growth.,
8796,strength,e292,raises,e222,fuel,0,wsj_0675.tml,WSJ891030-0020,The slowdown raises questions about the economy's strength because spending fueled much of the third-quarter GNP growth.,
8797,strength,e292,growth,e232,fuel,0,wsj_0675.tml,WSJ891030-0020,The slowdown raises questions about the economy's strength because spending fueled much of the third-quarter GNP growth.,
8798,fueled,e35,raises,e222,fuel,0,wsj_0675.tml,WSJ891030-0020,The slowdown raises questions about the economy's strength because spending fueled much of the third-quarter GNP growth.,
8799,fueled,e35,growth,e232,fuel,0,wsj_0675.tml,WSJ891030-0020,The slowdown raises questions about the economy's strength because spending fueled much of the third-quarter GNP growth.,
8800,raises,e222,growth,e232,fuel,0,wsj_0675.tml,WSJ891030-0020,The slowdown raises questions about the economy's strength because spending fueled much of the third-quarter GNP growth.,
8801,questions,e41,raise,e40,from,0,wsj_0675.tml,WSJ891030-0020,But weak car sales raise questions about future demand from the auto sector.,
8802,questions,e41,demand,e42,from,0,wsj_0675.tml,WSJ891030-0020,But weak car sales raise questions about future demand from the auto sector.,
8803,raise,e40,demand,e42,from,0,wsj_0675.tml,WSJ891030-0020,But weak car sales raise questions about future demand from the auto sector.,
8804,force,e60,fail,e62,force,0,wsj_0675.tml,WSJ891030-0020,But the new pact will force huge debt on the new firm and could still fail to thwart rival suitor McCaw Cellular.,
8805,force,e60,debt,e417,force,0,wsj_0675.tml,WSJ891030-0020,But the new pact will force huge debt on the new firm and could still fail to thwart rival suitor McCaw Cellular.,
8806,force,e60,thwart,e65,force,0,wsj_0675.tml,WSJ891030-0020,But the new pact will force huge debt on the new firm and could still fail to thwart rival suitor McCaw Cellular.,
8807,pact,e59,force,e60,force,2,wsj_0675.tml,WSJ891030-0020,But the new pact will force huge debt on the new firm and could still fail to thwart rival suitor McCaw Cellular.,1.0
8808,fail,e62,debt,e417,force,0,wsj_0675.tml,WSJ891030-0020,But the new pact will force huge debt on the new firm and could still fail to thwart rival suitor McCaw Cellular.,
8809,fail,e62,thwart,e65,force,0,wsj_0675.tml,WSJ891030-0020,But the new pact will force huge debt on the new firm and could still fail to thwart rival suitor McCaw Cellular.,
8810,pact,e59,fail,e62,force,2,wsj_0675.tml,WSJ891030-0020,But the new pact will force huge debt on the new firm and could still fail to thwart rival suitor McCaw Cellular.,1.0
8811,debt,e417,thwart,e65,force,0,wsj_0675.tml,WSJ891030-0020,But the new pact will force huge debt on the new firm and could still fail to thwart rival suitor McCaw Cellular.,
8812,debt,e417,pact,e59,force,0,wsj_0675.tml,WSJ891030-0020,But the new pact will force huge debt on the new firm and could still fail to thwart rival suitor McCaw Cellular.,
8813,thwart,e65,pact,e59,force,0,wsj_0675.tml,WSJ891030-0020,But the new pact will force huge debt on the new firm and could still fail to thwart rival suitor McCaw Cellular.,
8814,prepare,e71,loss,e67,as,2,wsj_0675.tml,WSJ891030-0020,---   Unisys posted a $648.2 million loss for the third quarter as it moved quickly to take write-offs for various problems and prepare for a turnaround.,1.0
8815,loss,e67,take,e69,as,0,wsj_0675.tml,WSJ891030-0020,---   Unisys posted a $648.2 million loss for the third quarter as it moved quickly to take write-offs for various problems and prepare for a turnaround.,
8816,loss,e67,posted,e66,as,0,wsj_0675.tml,WSJ891030-0020,---   Unisys posted a $648.2 million loss for the third quarter as it moved quickly to take write-offs for various problems and prepare for a turnaround.,
8817,loss,e67,write-offs,e70,as,0,wsj_0675.tml,WSJ891030-0020,---   Unisys posted a $648.2 million loss for the third quarter as it moved quickly to take write-offs for various problems and prepare for a turnaround.,
8818,moved,e68,loss,e67,as,2,wsj_0675.tml,WSJ891030-0020,---   Unisys posted a $648.2 million loss for the third quarter as it moved quickly to take write-offs for various problems and prepare for a turnaround.,1.0
8819,loss,e67,turnaround,e490,as,0,wsj_0675.tml,WSJ891030-0020,---   Unisys posted a $648.2 million loss for the third quarter as it moved quickly to take write-offs for various problems and prepare for a turnaround.,
8820,prepare,e71,take,e69,as,0,wsj_0675.tml,WSJ891030-0020,---   Unisys posted a $648.2 million loss for the third quarter as it moved quickly to take write-offs for various problems and prepare for a turnaround.,
8821,prepare,e71,posted,e66,as,0,wsj_0675.tml,WSJ891030-0020,---   Unisys posted a $648.2 million loss for the third quarter as it moved quickly to take write-offs for various problems and prepare for a turnaround.,
8822,prepare,e71,write-offs,e70,as,0,wsj_0675.tml,WSJ891030-0020,---   Unisys posted a $648.2 million loss for the third quarter as it moved quickly to take write-offs for various problems and prepare for a turnaround.,
8823,prepare,e71,moved,e68,as,0,wsj_0675.tml,WSJ891030-0020,---   Unisys posted a $648.2 million loss for the third quarter as it moved quickly to take write-offs for various problems and prepare for a turnaround.,
8824,prepare,e71,turnaround,e490,as,0,wsj_0675.tml,WSJ891030-0020,---   Unisys posted a $648.2 million loss for the third quarter as it moved quickly to take write-offs for various problems and prepare for a turnaround.,
8825,take,e69,posted,e66,as,0,wsj_0675.tml,WSJ891030-0020,---   Unisys posted a $648.2 million loss for the third quarter as it moved quickly to take write-offs for various problems and prepare for a turnaround.,
8826,take,e69,write-offs,e70,as,0,wsj_0675.tml,WSJ891030-0020,---   Unisys posted a $648.2 million loss for the third quarter as it moved quickly to take write-offs for various problems and prepare for a turnaround.,
8827,take,e69,moved,e68,as,0,wsj_0675.tml,WSJ891030-0020,---   Unisys posted a $648.2 million loss for the third quarter as it moved quickly to take write-offs for various problems and prepare for a turnaround.,
8828,take,e69,turnaround,e490,as,0,wsj_0675.tml,WSJ891030-0020,---   Unisys posted a $648.2 million loss for the third quarter as it moved quickly to take write-offs for various problems and prepare for a turnaround.,
8829,posted,e66,write-offs,e70,as,0,wsj_0675.tml,WSJ891030-0020,---   Unisys posted a $648.2 million loss for the third quarter as it moved quickly to take write-offs for various problems and prepare for a turnaround.,
8830,posted,e66,moved,e68,as,0,wsj_0675.tml,WSJ891030-0020,---   Unisys posted a $648.2 million loss for the third quarter as it moved quickly to take write-offs for various problems and prepare for a turnaround.,
8831,posted,e66,turnaround,e490,as,0,wsj_0675.tml,WSJ891030-0020,---   Unisys posted a $648.2 million loss for the third quarter as it moved quickly to take write-offs for various problems and prepare for a turnaround.,
8832,write-offs,e70,moved,e68,as,0,wsj_0675.tml,WSJ891030-0020,---   Unisys posted a $648.2 million loss for the third quarter as it moved quickly to take write-offs for various problems and prepare for a turnaround.,
8833,write-offs,e70,turnaround,e490,as,0,wsj_0675.tml,WSJ891030-0020,---   Unisys posted a $648.2 million loss for the third quarter as it moved quickly to take write-offs for various problems and prepare for a turnaround.,
8834,moved,e68,turnaround,e490,as,0,wsj_0675.tml,WSJ891030-0020,---   Unisys posted a $648.2 million loss for the third quarter as it moved quickly to take write-offs for various problems and prepare for a turnaround.,
8835,loss,e67,prepare,e71,move,0,wsj_0675.tml,WSJ891030-0020,---   Unisys posted a $648.2 million loss for the third quarter as it moved quickly to take write-offs for various problems and prepare for a turnaround.,
8836,loss,e67,take,e69,move,0,wsj_0675.tml,WSJ891030-0020,---   Unisys posted a $648.2 million loss for the third quarter as it moved quickly to take write-offs for various problems and prepare for a turnaround.,
8837,loss,e67,posted,e66,move,0,wsj_0675.tml,WSJ891030-0020,---   Unisys posted a $648.2 million loss for the third quarter as it moved quickly to take write-offs for various problems and prepare for a turnaround.,
8838,loss,e67,write-offs,e70,move,0,wsj_0675.tml,WSJ891030-0020,---   Unisys posted a $648.2 million loss for the third quarter as it moved quickly to take write-offs for various problems and prepare for a turnaround.,
8839,loss,e67,moved,e68,move,0,wsj_0675.tml,WSJ891030-0020,---   Unisys posted a $648.2 million loss for the third quarter as it moved quickly to take write-offs for various problems and prepare for a turnaround.,
8840,loss,e67,turnaround,e490,move,0,wsj_0675.tml,WSJ891030-0020,---   Unisys posted a $648.2 million loss for the third quarter as it moved quickly to take write-offs for various problems and prepare for a turnaround.,
8841,prepare,e71,take,e69,move,0,wsj_0675.tml,WSJ891030-0020,---   Unisys posted a $648.2 million loss for the third quarter as it moved quickly to take write-offs for various problems and prepare for a turnaround.,
8842,prepare,e71,posted,e66,move,0,wsj_0675.tml,WSJ891030-0020,---   Unisys posted a $648.2 million loss for the third quarter as it moved quickly to take write-offs for various problems and prepare for a turnaround.,
8843,prepare,e71,write-offs,e70,move,0,wsj_0675.tml,WSJ891030-0020,---   Unisys posted a $648.2 million loss for the third quarter as it moved quickly to take write-offs for various problems and prepare for a turnaround.,
8844,prepare,e71,moved,e68,move,0,wsj_0675.tml,WSJ891030-0020,---   Unisys posted a $648.2 million loss for the third quarter as it moved quickly to take write-offs for various problems and prepare for a turnaround.,
8845,prepare,e71,turnaround,e490,move,0,wsj_0675.tml,WSJ891030-0020,---   Unisys posted a $648.2 million loss for the third quarter as it moved quickly to take write-offs for various problems and prepare for a turnaround.,
8846,take,e69,posted,e66,move,0,wsj_0675.tml,WSJ891030-0020,---   Unisys posted a $648.2 million loss for the third quarter as it moved quickly to take write-offs for various problems and prepare for a turnaround.,
8847,take,e69,write-offs,e70,move,0,wsj_0675.tml,WSJ891030-0020,---   Unisys posted a $648.2 million loss for the third quarter as it moved quickly to take write-offs for various problems and prepare for a turnaround.,
8848,take,e69,moved,e68,move,0,wsj_0675.tml,WSJ891030-0020,---   Unisys posted a $648.2 million loss for the third quarter as it moved quickly to take write-offs for various problems and prepare for a turnaround.,
8849,take,e69,turnaround,e490,move,0,wsj_0675.tml,WSJ891030-0020,---   Unisys posted a $648.2 million loss for the third quarter as it moved quickly to take write-offs for various problems and prepare for a turnaround.,
8850,posted,e66,write-offs,e70,move,0,wsj_0675.tml,WSJ891030-0020,---   Unisys posted a $648.2 million loss for the third quarter as it moved quickly to take write-offs for various problems and prepare for a turnaround.,
8851,posted,e66,moved,e68,move,0,wsj_0675.tml,WSJ891030-0020,---   Unisys posted a $648.2 million loss for the third quarter as it moved quickly to take write-offs for various problems and prepare for a turnaround.,
8852,posted,e66,turnaround,e490,move,0,wsj_0675.tml,WSJ891030-0020,---   Unisys posted a $648.2 million loss for the third quarter as it moved quickly to take write-offs for various problems and prepare for a turnaround.,
8853,write-offs,e70,moved,e68,move,0,wsj_0675.tml,WSJ891030-0020,---   Unisys posted a $648.2 million loss for the third quarter as it moved quickly to take write-offs for various problems and prepare for a turnaround.,
8854,write-offs,e70,turnaround,e490,move,0,wsj_0675.tml,WSJ891030-0020,---   Unisys posted a $648.2 million loss for the third quarter as it moved quickly to take write-offs for various problems and prepare for a turnaround.,
8855,moved,e68,turnaround,e490,move,0,wsj_0675.tml,WSJ891030-0020,---   Unisys posted a $648.2 million loss for the third quarter as it moved quickly to take write-offs for various problems and prepare for a turnaround.,
8856,suspended,e102,work,e638,by,0,wsj_0675.tml,WSJ891030-0020,"---   Kellogg suspended work on a $1 billion cereal plant, indicating a pessimistic outlook by the cereal maker, which has been losing market share.    ",
8857,suspended,e102,outlook,e651,by,0,wsj_0675.tml,WSJ891030-0020,"---   Kellogg suspended work on a $1 billion cereal plant, indicating a pessimistic outlook by the cereal maker, which has been losing market share.    ",
8858,suspended,e102,losing,e106,by,0,wsj_0675.tml,WSJ891030-0020,"---   Kellogg suspended work on a $1 billion cereal plant, indicating a pessimistic outlook by the cereal maker, which has been losing market share.    ",
8859,suspended,e102,indicating,e105,by,0,wsj_0675.tml,WSJ891030-0020,"---   Kellogg suspended work on a $1 billion cereal plant, indicating a pessimistic outlook by the cereal maker, which has been losing market share.    ",
8860,work,e638,outlook,e651,by,0,wsj_0675.tml,WSJ891030-0020,"---   Kellogg suspended work on a $1 billion cereal plant, indicating a pessimistic outlook by the cereal maker, which has been losing market share.    ",
8861,work,e638,losing,e106,by,0,wsj_0675.tml,WSJ891030-0020,"---   Kellogg suspended work on a $1 billion cereal plant, indicating a pessimistic outlook by the cereal maker, which has been losing market share.    ",
8862,work,e638,indicating,e105,by,0,wsj_0675.tml,WSJ891030-0020,"---   Kellogg suspended work on a $1 billion cereal plant, indicating a pessimistic outlook by the cereal maker, which has been losing market share.    ",
8863,outlook,e651,losing,e106,by,0,wsj_0675.tml,WSJ891030-0020,"---   Kellogg suspended work on a $1 billion cereal plant, indicating a pessimistic outlook by the cereal maker, which has been losing market share.    ",
8864,outlook,e651,indicating,e105,by,0,wsj_0675.tml,WSJ891030-0020,"---   Kellogg suspended work on a $1 billion cereal plant, indicating a pessimistic outlook by the cereal maker, which has been losing market share.    ",
8865,losing,e106,indicating,e105,by,0,wsj_0675.tml,WSJ891030-0020,"---   Kellogg suspended work on a $1 billion cereal plant, indicating a pessimistic outlook by the cereal maker, which has been losing market share.    ",
8866,suspended,e102,work,e638,have,0,wsj_0675.tml,WSJ891030-0020,"---   Kellogg suspended work on a $1 billion cereal plant, indicating a pessimistic outlook by the cereal maker, which has been losing market share.    ",
8867,suspended,e102,outlook,e651,have,0,wsj_0675.tml,WSJ891030-0020,"---   Kellogg suspended work on a $1 billion cereal plant, indicating a pessimistic outlook by the cereal maker, which has been losing market share.    ",
8868,suspended,e102,losing,e106,have,0,wsj_0675.tml,WSJ891030-0020,"---   Kellogg suspended work on a $1 billion cereal plant, indicating a pessimistic outlook by the cereal maker, which has been losing market share.    ",
8869,suspended,e102,indicating,e105,have,0,wsj_0675.tml,WSJ891030-0020,"---   Kellogg suspended work on a $1 billion cereal plant, indicating a pessimistic outlook by the cereal maker, which has been losing market share.    ",
8870,work,e638,outlook,e651,have,0,wsj_0675.tml,WSJ891030-0020,"---   Kellogg suspended work on a $1 billion cereal plant, indicating a pessimistic outlook by the cereal maker, which has been losing market share.    ",
8871,work,e638,losing,e106,have,0,wsj_0675.tml,WSJ891030-0020,"---   Kellogg suspended work on a $1 billion cereal plant, indicating a pessimistic outlook by the cereal maker, which has been losing market share.    ",
8872,work,e638,indicating,e105,have,0,wsj_0675.tml,WSJ891030-0020,"---   Kellogg suspended work on a $1 billion cereal plant, indicating a pessimistic outlook by the cereal maker, which has been losing market share.    ",
8873,outlook,e651,losing,e106,have,0,wsj_0675.tml,WSJ891030-0020,"---   Kellogg suspended work on a $1 billion cereal plant, indicating a pessimistic outlook by the cereal maker, which has been losing market share.    ",
8874,outlook,e651,indicating,e105,have,0,wsj_0675.tml,WSJ891030-0020,"---   Kellogg suspended work on a $1 billion cereal plant, indicating a pessimistic outlook by the cereal maker, which has been losing market share.    ",
8875,losing,e106,indicating,e105,have,0,wsj_0675.tml,WSJ891030-0020,"---   Kellogg suspended work on a $1 billion cereal plant, indicating a pessimistic outlook by the cereal maker, which has been losing market share.    ",
8876,earthquake,e668,Hurricane,e671,from,0,wsj_0675.tml,WSJ891030-0020,"---   Insurers could see claims totaling nearly $1 billion from the San Francisco earthquake, far less than the $4 billion from Hurricane Hugo.    ",
8877,earthquake,e668,claims,e109,from,0,wsj_0675.tml,WSJ891030-0020,"---   Insurers could see claims totaling nearly $1 billion from the San Francisco earthquake, far less than the $4 billion from Hurricane Hugo.    ",
8878,earthquake,e668,see,e107,from,0,wsj_0675.tml,WSJ891030-0020,"---   Insurers could see claims totaling nearly $1 billion from the San Francisco earthquake, far less than the $4 billion from Hurricane Hugo.    ",
8879,Hurricane,e671,claims,e109,from,0,wsj_0675.tml,WSJ891030-0020,"---   Insurers could see claims totaling nearly $1 billion from the San Francisco earthquake, far less than the $4 billion from Hurricane Hugo.    ",
8880,Hurricane,e671,see,e107,from,0,wsj_0675.tml,WSJ891030-0020,"---   Insurers could see claims totaling nearly $1 billion from the San Francisco earthquake, far less than the $4 billion from Hurricane Hugo.    ",
8881,claims,e109,see,e107,from,0,wsj_0675.tml,WSJ891030-0020,"---   Insurers could see claims totaling nearly $1 billion from the San Francisco earthquake, far less than the $4 billion from Hurricane Hugo.    ",
8882,cutting,e117,restructuring,e554,as,0,wsj_0675.tml,WSJ891030-0020,---   Mobil is cutting back its U.S. oil and gas exploration and production group by up to 15% as part of a restructuring of the business.,
8883,cutting,e117,restructuring,e554,by,0,wsj_0675.tml,WSJ891030-0020,---   Mobil is cutting back its U.S. oil and gas exploration and production group by up to 15% as part of a restructuring of the business.,
8884,craze,e190,cost,e189,have,0,wsj_0610.tml,WSJ891030-0089,The oat-bran craze has cost the world's largest cereal maker market share.,
8885,said,e7,construction,e9,because of,0,wsj_0610.tml,WSJ891030-0089,The company said it was delaying construction because of current market conditions.,
8886,said,e7,delaying,e8,because of,0,wsj_0610.tml,WSJ891030-0089,The company said it was delaying construction because of current market conditions.,
8887,said,e7,conditions,e191,because of,0,wsj_0610.tml,WSJ891030-0089,The company said it was delaying construction because of current market conditions.,
8888,construction,e9,delaying,e8,because of,0,wsj_0610.tml,WSJ891030-0089,The company said it was delaying construction because of current market conditions.,
8889,construction,e9,conditions,e191,because of,0,wsj_0610.tml,WSJ891030-0089,The company said it was delaying construction because of current market conditions.,
8890,conditions,e191,delaying,e8,because of,2,wsj_0610.tml,WSJ891030-0089,The company said it was delaying construction because of current market conditions.,1.0
8891,said,e7,construction,e9,because,0,wsj_0610.tml,WSJ891030-0089,The company said it was delaying construction because of current market conditions.,
8892,said,e7,delaying,e8,because,0,wsj_0610.tml,WSJ891030-0089,The company said it was delaying construction because of current market conditions.,
8893,said,e7,conditions,e191,because,0,wsj_0610.tml,WSJ891030-0089,The company said it was delaying construction because of current market conditions.,
8894,construction,e9,delaying,e8,because,0,wsj_0610.tml,WSJ891030-0089,The company said it was delaying construction because of current market conditions.,
8895,construction,e9,conditions,e191,because,0,wsj_0610.tml,WSJ891030-0089,The company said it was delaying construction because of current market conditions.,
8896,delaying,e8,conditions,e191,because,0,wsj_0610.tml,WSJ891030-0089,The company said it was delaying construction because of current market conditions.,
8897,decision,e12,outlook,e197,as,0,wsj_0610.tml,WSJ891030-0089,"But the Memphis, Tenn., facility wasn't to begin turning out product until 1993, so the decision may reveal a more pessimistic long-term outlook as well.    ",
8898,decision,e12,turning,e11,as,0,wsj_0610.tml,WSJ891030-0089,"But the Memphis, Tenn., facility wasn't to begin turning out product until 1993, so the decision may reveal a more pessimistic long-term outlook as well.    ",
8899,decision,e12,begin,e10,as,0,wsj_0610.tml,WSJ891030-0089,"But the Memphis, Tenn., facility wasn't to begin turning out product until 1993, so the decision may reveal a more pessimistic long-term outlook as well.    ",
8900,outlook,e197,turning,e11,as,0,wsj_0610.tml,WSJ891030-0089,"But the Memphis, Tenn., facility wasn't to begin turning out product until 1993, so the decision may reveal a more pessimistic long-term outlook as well.    ",
8901,outlook,e197,begin,e10,as,0,wsj_0610.tml,WSJ891030-0089,"But the Memphis, Tenn., facility wasn't to begin turning out product until 1993, so the decision may reveal a more pessimistic long-term outlook as well.    ",
8902,turning,e11,begin,e10,as,0,wsj_0610.tml,WSJ891030-0089,"But the Memphis, Tenn., facility wasn't to begin turning out product until 1993, so the decision may reveal a more pessimistic long-term outlook as well.    ",
8903,decision,e12,outlook,e197,so,0,wsj_0610.tml,WSJ891030-0089,"But the Memphis, Tenn., facility wasn't to begin turning out product until 1993, so the decision may reveal a more pessimistic long-term outlook as well.    ",
8904,decision,e12,turning,e11,so,0,wsj_0610.tml,WSJ891030-0089,"But the Memphis, Tenn., facility wasn't to begin turning out product until 1993, so the decision may reveal a more pessimistic long-term outlook as well.    ",
8905,decision,e12,begin,e10,so,0,wsj_0610.tml,WSJ891030-0089,"But the Memphis, Tenn., facility wasn't to begin turning out product until 1993, so the decision may reveal a more pessimistic long-term outlook as well.    ",
8906,outlook,e197,turning,e11,so,0,wsj_0610.tml,WSJ891030-0089,"But the Memphis, Tenn., facility wasn't to begin turning out product until 1993, so the decision may reveal a more pessimistic long-term outlook as well.    ",
8907,outlook,e197,begin,e10,so,0,wsj_0610.tml,WSJ891030-0089,"But the Memphis, Tenn., facility wasn't to begin turning out product until 1993, so the decision may reveal a more pessimistic long-term outlook as well.    ",
8908,turning,e11,begin,e10,so,0,wsj_0610.tml,WSJ891030-0089,"But the Memphis, Tenn., facility wasn't to begin turning out product until 1993, so the decision may reveal a more pessimistic long-term outlook as well.    ",
8909,losing,e18,capitalizing,e17,as,0,wsj_0610.tml,WSJ891030-0089,"Kellogg, which has n't been as successful in capitalizing on the public's health-oriented desire for oat bran as rival General Mills Inc., has been losing share in the $6 billion ready-to-eat cereal market. ",
8910,losing,e18,successful,e198,as,0,wsj_0610.tml,WSJ891030-0089,"Kellogg, which has n't been as successful in capitalizing on the public's health-oriented desire for oat bran as rival General Mills Inc., has been losing share in the $6 billion ready-to-eat cereal market. ",
8911,capitalizing,e17,successful,e198,as,0,wsj_0610.tml,WSJ891030-0089,"Kellogg, which has n't been as successful in capitalizing on the public's health-oriented desire for oat bran as rival General Mills Inc., has been losing share in the $6 billion ready-to-eat cereal market. ",
8912,losing,e18,capitalizing,e17,have,0,wsj_0610.tml,WSJ891030-0089,"Kellogg, which has n't been as successful in capitalizing on the public's health-oriented desire for oat bran as rival General Mills Inc., has been losing share in the $6 billion ready-to-eat cereal market. ",
8913,losing,e18,successful,e198,have,0,wsj_0610.tml,WSJ891030-0089,"Kellogg, which has n't been as successful in capitalizing on the public's health-oriented desire for oat bran as rival General Mills Inc., has been losing share in the $6 billion ready-to-eat cereal market. ",
8914,capitalizing,e17,successful,e198,have,0,wsj_0610.tml,WSJ891030-0089,"Kellogg, which has n't been as successful in capitalizing on the public's health-oriented desire for oat bran as rival General Mills Inc., has been losing share in the $6 billion ready-to-eat cereal market. ",
8915,Led,e22,gained,e24,so,0,wsj_0610.tml,WSJ891030-0089,"Led by its oat-based Cheerios line, General Mills has gained an estimated 2% share so far this year, mostly at the expense of Kellogg. ",
8916,Led,e22,gained,e24,by,0,wsj_0610.tml,WSJ891030-0089,"Led by its oat-based Cheerios line, General Mills has gained an estimated 2% share so far this year, mostly at the expense of Kellogg. ",
8917,Led,e22,gained,e24,have,0,wsj_0610.tml,WSJ891030-0089,"Led by its oat-based Cheerios line, General Mills has gained an estimated 2% share so far this year, mostly at the expense of Kellogg. ",
8918,say,e28,erosion,e204,as,0,wsj_0610.tml,WSJ891030-0089,"Analysts say much of Kellogg's erosion has been in such core brands as Corn Flakes, Rice Krispies and Frosted Flakes, which represent nearly one-third of its sales volume. ",
8919,say,e28,erosion,e204,have,0,wsj_0610.tml,WSJ891030-0089,"Analysts say much of Kellogg's erosion has been in such core brands as Corn Flakes, Rice Krispies and Frosted Flakes, which represent nearly one-third of its sales volume. ",
8920,begin,e33,turn,e32,as,0,wsj_0610.tml,WSJ891030-0089,"Kellogg is so anxious to turn around Corn Flakes sales that it soon will begin selling boxes for as little as 99 cents, trade sources say.    ",
8921,begin,e33,say,e35,as,0,wsj_0610.tml,WSJ891030-0089,"Kellogg is so anxious to turn around Corn Flakes sales that it soon will begin selling boxes for as little as 99 cents, trade sources say.    ",
8922,begin,e33,selling,e34,as,0,wsj_0610.tml,WSJ891030-0089,"Kellogg is so anxious to turn around Corn Flakes sales that it soon will begin selling boxes for as little as 99 cents, trade sources say.    ",
8923,begin,e33,anxious,e206,as,0,wsj_0610.tml,WSJ891030-0089,"Kellogg is so anxious to turn around Corn Flakes sales that it soon will begin selling boxes for as little as 99 cents, trade sources say.    ",
8924,turn,e32,say,e35,as,0,wsj_0610.tml,WSJ891030-0089,"Kellogg is so anxious to turn around Corn Flakes sales that it soon will begin selling boxes for as little as 99 cents, trade sources say.    ",
8925,turn,e32,selling,e34,as,0,wsj_0610.tml,WSJ891030-0089,"Kellogg is so anxious to turn around Corn Flakes sales that it soon will begin selling boxes for as little as 99 cents, trade sources say.    ",
8926,turn,e32,anxious,e206,as,0,wsj_0610.tml,WSJ891030-0089,"Kellogg is so anxious to turn around Corn Flakes sales that it soon will begin selling boxes for as little as 99 cents, trade sources say.    ",
8927,say,e35,selling,e34,as,0,wsj_0610.tml,WSJ891030-0089,"Kellogg is so anxious to turn around Corn Flakes sales that it soon will begin selling boxes for as little as 99 cents, trade sources say.    ",
8928,say,e35,anxious,e206,as,0,wsj_0610.tml,WSJ891030-0089,"Kellogg is so anxious to turn around Corn Flakes sales that it soon will begin selling boxes for as little as 99 cents, trade sources say.    ",
8929,selling,e34,anxious,e206,as,0,wsj_0610.tml,WSJ891030-0089,"Kellogg is so anxious to turn around Corn Flakes sales that it soon will begin selling boxes for as little as 99 cents, trade sources say.    ",
8930,begin,e33,turn,e32,so,0,wsj_0610.tml,WSJ891030-0089,"Kellogg is so anxious to turn around Corn Flakes sales that it soon will begin selling boxes for as little as 99 cents, trade sources say.    ",
8931,begin,e33,say,e35,so,0,wsj_0610.tml,WSJ891030-0089,"Kellogg is so anxious to turn around Corn Flakes sales that it soon will begin selling boxes for as little as 99 cents, trade sources say.    ",
8932,begin,e33,selling,e34,so,0,wsj_0610.tml,WSJ891030-0089,"Kellogg is so anxious to turn around Corn Flakes sales that it soon will begin selling boxes for as little as 99 cents, trade sources say.    ",
8933,begin,e33,anxious,e206,so,0,wsj_0610.tml,WSJ891030-0089,"Kellogg is so anxious to turn around Corn Flakes sales that it soon will begin selling boxes for as little as 99 cents, trade sources say.    ",
8934,turn,e32,say,e35,so,0,wsj_0610.tml,WSJ891030-0089,"Kellogg is so anxious to turn around Corn Flakes sales that it soon will begin selling boxes for as little as 99 cents, trade sources say.    ",
8935,turn,e32,selling,e34,so,0,wsj_0610.tml,WSJ891030-0089,"Kellogg is so anxious to turn around Corn Flakes sales that it soon will begin selling boxes for as little as 99 cents, trade sources say.    ",
8936,turn,e32,anxious,e206,so,0,wsj_0610.tml,WSJ891030-0089,"Kellogg is so anxious to turn around Corn Flakes sales that it soon will begin selling boxes for as little as 99 cents, trade sources say.    ",
8937,say,e35,selling,e34,so,0,wsj_0610.tml,WSJ891030-0089,"Kellogg is so anxious to turn around Corn Flakes sales that it soon will begin selling boxes for as little as 99 cents, trade sources say.    ",
8938,say,e35,anxious,e206,so,0,wsj_0610.tml,WSJ891030-0089,"Kellogg is so anxious to turn around Corn Flakes sales that it soon will begin selling boxes for as little as 99 cents, trade sources say.    ",
8939,selling,e34,anxious,e206,so,0,wsj_0610.tml,WSJ891030-0089,"Kellogg is so anxious to turn around Corn Flakes sales that it soon will begin selling boxes for as little as 99 cents, trade sources say.    ",
